location	date	leadtime	lat	lon	alt	fcst2	fcst3	fcst	obs	elaf	deltaT	lafNN
17280	20151214	12.0	59.4352	10.578	14.0	-2.8041077	-0.93984985	-1.8988342	-3.1	1.0	-1.8642578125	0.51
17280	20151215	12.0	59.4352	10.578	14.0	-4.32724	-1.7657166	-3.2627869	-3.7	0.76	-2.5615234375	0.58
17280	20151216	12.0	59.4352	10.578	14.0	0.3323059	1.1086731	0.5696106	-1.0	1.0	-0.7763671875	0.69
17280	20151217	12.0	59.4352	10.578	14.0	1.8525696	2.8193665	2.422882	3.2	0.0	-0.966796875	0.41
17280	20151218	12.0	59.4352	10.578	14.0	6.4492188	6.600586	6.635742	7.1	0.0	-0.1513671875	0.0
17280	20151219	12.0	59.4352	10.578	14.0	7.5040894	7.27948	7.3536987	8.2	1.0	0.224609375	0.33
17280	20151220	12.0	59.4352	10.578	14.0	8.507355	8.375519	8.630402	9.4	1.0	0.1318359375	1.0
17280	20151221	12.0	59.4352	10.578	14.0	7.492798	7.6275635	7.6539307	8.5	0.0	-0.134765625	0.0
17280	20151222	12.0	59.4352	10.578	14.0	6.4499207	6.92453	6.683319	7.3	0.0	-0.474609375	0.51
17280	20151223	12.0	59.4352	10.578	14.0	6.5427246	6.70874	6.6257324	7.0	0.0	-0.166015625	0.5
17280	20151224	12.0	59.4352	10.578	14.0	7.384033	7.672119	7.558838	8.2	0.0	-0.2880859375	0.39
17280	20151225	12.0	59.4352	10.578	14.0	4.783844	5.4811096	5.0055237	5.6	0.0	-0.697265625	0.68
17280	20151226	12.0	59.4352	10.578	14.0	0.43115234	2.2094727	1.3637695	1.2	0.57	-1.7783203125	0.48
17280	20151227	12.0	59.4352	10.578	14.0	-2.2922668	-1.4143372	-1.9250793	-1.7	0.33	-0.8779296875	0.58
17280	20151228	12.0	59.4352	10.578	14.0	-1.9916077	-0.50723267	-1.216217	-0.7	0.13	-1.484375	0.48
17280	20151229	12.0	59.4352	10.578	14.0	-1.620636	-0.8188782	-1.3589172	-0.5	0.0	-0.8017578125	0.67
17280	20151230	12.0	59.4352	10.578	14.0	2.1932678	4.6649475	3.4266663	5.1	0.0	-2.4716796875	0.5
17280	20151231	12.0	59.4352	10.578	14.0	0.11685181	0.971344	0.35025024	1.9	0.0	-0.8544921875	0.73
17850	20141201	12.0	59.6605	10.7818	92.0	-2.0867004	-1.6545715	-2.0867004	-0.4	0.0	-0.43212890625	1.0
17850	20141202	12.0	59.6605	10.7818	92.0	-0.9567871	-0.5251465	-0.9567871	-0.4	0.0	-0.431640625	1.0
17850	20141203	12.0	59.6605	10.7818	92.0	-2.2742615	-2.1531677	-2.2742615	-2.9	1.0	-0.12109375	1.0
17850	20141204	12.0	59.6605	10.7818	92.0	0.9300842	0.13418579	0.9300842	-0.6	0.0	0.7958984375	1.0
17850	20141205	12.0	59.6605	10.7818	92.0	0.07846069	0.22445679	0.07846069	0.1	0.85	-0.14599609375	1.0
17850	20141206	12.0	59.6605	10.7818	92.0	-2.4334106	-1.7849731	-2.4334106	-2.0	0.33	-0.6484375	1.0
17850	20141207	12.0	59.6605	10.7818	92.0	6.7169495	5.49527	6.7169495	7.1	1.0	1.2216796875	1.0
17850	20141208	12.0	59.6605	10.7818	92.0	-0.30752563	-0.07608032	-0.30752563	1.7	0.0	-0.2314453125	1.0
17850	20141209	12.0	59.6605	10.7818	92.0	-3.4128723	-3.0779114	-3.4128723	-2.1	0.0	-0.3349609375	1.0
17850	20141210	12.0	59.6605	10.7818	92.0	3.4263	3.653839	3.4263	3.8	0.0	-0.2275390625	1.0
17850	20141211	12.0	59.6605	10.7818	92.0	3.6072083	3.2463684	3.6072083	2.2	0.0	0.36083984375	1.0
17850	20141212	12.0	59.6605	10.7818	92.0	0.4706726	0.69137573	0.4706726	3.1	0.0	-0.220703125	1.0
17850	20141213	12.0	59.6605	10.7818	92.0	-1.3580627	-1.3063049	-1.3580627	-0.9	0.0	-0.0517578125	1.0
17850	20141214	12.0	59.6605	10.7818	92.0	1.3563538	0.4774475	1.3563538	3.1	1.0	0.87890625	1.0
17850	20141215	12.0	59.6605	10.7818	92.0	2.2741394	2.587616	2.2741394	3.6	0.0	-0.3134765625	1.0
17850	20141216	12.0	59.6605	10.7818	92.0	0.44488525	0.67633057	0.44488525	2.1	0.0	-0.2314453125	1.0
17850	20141217	12.0	59.6605	10.7818	92.0	-4.8695374	-4.4857483	-4.8695374	-4.8	0.82	-0.3837890625	1.0
17850	20141218	12.0	59.6605	10.7818	92.0	-0.39804077	0.28067017	-0.39804077	0.0	0.41	-0.6787109375	1.0
17850	20141219	12.0	59.6605	10.7818	92.0	0.21664429	0.516449	0.21664429	1.7	0.0	-0.2998046875	1.0
17850	20141220	12.0	59.6605	10.7818	92.0	-2.3153992	-1.7636414	-2.3153992	-1.7	0.0	-0.5517578125	1.0
17850	20151201	12.0	59.6605	10.7818	92.0	1.7816467	2.5550842	1.7816467	5.4	0.0	-0.7734375	1.0
